Nombre,SiO2,Al2O3,FeOT,CaO,MgO,Na2O,K2O,MnO,TiO
Peridotita,44.26,2.92,8.02,2.65,41.16,0.15,0.0,0.13,0.05
Peridotita,43.85,3.15,8.13,2.66,41.32,0.2,0.01,0.13,0.13
Peridotita,41.84,0.75,8.14,0.63,47.4,0.0,0.01,0.13,0.02
Peridotita,43.9,11.35,10.65,5.6,12.97,1.49,0.69,0.16,2.24
Peridotita,39.73,13.81,11.28,5.3,8.5,1.51,0.69,0.17,2.8
Peridotita,43.13,13.18,10.43,5.15,7.25,1.51,0.73,0.16,2.63
Peridotita,42.91,13.18,10.53,4.96,7.14,1.44,0.71,0.7,2.67
Peridotita,41.76,12.72,10.49,4.42,8.86,1.14,0.34,0.16,2.52
Peridotita,34.9,14.42,12.41,1.57,6.31,0.42,0.16,0.2,2.92
Peridotita,43.52,12.54,10.19,5.17,8.31,1.36,0.7,0.15,2.44
Peridotita,44.36,3.01,7.74,2.7,40.57,0.18,0.0,0.13,0.09
Peridotita,44.16,3.78,7.53,3.17,40.1,0.24,0.01,0.12,0.15
Peridotita,44.1,1.87,7.85,1.4,43.61,0.0,0.01,0.13,0.02
Peridotita,42.31,1.48,8.5,0.76,46.24,0.0,0.0,0.13,0.04
Peridotita,43.86,2.87,7.75,2.61,41.33,19.0,0.0,0.13,0.08
Peridotita,43.44,1.76,8.31,1.16,44.22,0.03,0.0,0.13,0.05
Peridotita,43.32,1.32,8.53,0.85,45.27,0.03,0.0,0.13,0.03
Peridotita,44.39,2.16,7.68,1.18,43.01,0.06,0.03,0.13,0.07
Peridotita,44.7,3.58,8.26,3.72,39.24,0.25,0.03,0.15,0.13
Peridotita,43.07,3.59,8.48,3.94,38.64,0.19,0.0,0.18,0.12
Peridotita,45.01,4.57,8.09,2.75,39.23,0.21,0.01,0.13,0.11
Peridotita,45.51,4.42,8.22,3.61,37.66,0.27,0.01,0.14,0.17
Peridotita,45.51,3.92,8.94,3.54,37.76,0.26,0.01,0.15,0.14
Peridotita,45.6,3.62,8.01,2.95,39.86,0.16,0.0,0.13,0.08
Peridotita,40.54,3.88,8.64,6.7,34.74,0.27,0.01,0.14,0.11
Peridotita,43.42,4.5,8.98,3.65,37.23,0.31,0.03,0.14,0.15
Peridotita,40.95,0.65,7.82,0.74,47.49,0.0,0.0,0.11,0.0
Peridotita,43.04,3.34,8.0,2.98,38.44,0.17,0.01,0.13,0.08
Peridotita,44.93,2.52,8.34,2.25,41.43,0.23,0.03,0.12,0.07
Peridotita,44.43,3.12,8.55,2.83,40.35,0.25,0.05,0.12,0.09
Peridotita,44.5,2.77,8.59,2.58,40.65,0.25,0.03,0.12,0.05
Peridotita,43.85,2.0,8.91,1.36,43.7,0.05,0.01,0.12,0.03
Peridotita,44.38,2.03,8.55,2.5,41.98,0.19,0.01,0.13,0.05
Peridotita,43.52,2.95,11.27,2.28,39.28,0.32,0.24,0.18,0.21
Peridotita,43.6,2.26,7.7,2.23,42.28,0.22,0.03,0.13,0.06
Peridotita,43.385,1.21,6.682295,0.945,45.505,0.17,0.055,0.1055,0.0455
Peridotita,44.26,1.24,1.07976,0.9,43.97,0.22,0.19,0.109,0.04
Peridotita,45.14,0.65,0.251944,0.63,45.36,0.08,0.07,0.101,0.049
Peridotita,44.36,0.95,0.665852,1.75,42.36,0.2,0.27,0.117,0.048
Peridotita,43.68,0.41,0.503888,0.25,47.56,0.09,0.06,0.096,0.019
Peridotita,44.13,1.6,0.422906,1.77,41.1,0.25,0.15,0.135,0.081
Peridotita,41.86,0.47,0.58487,0.79,44.25,0.24,0.11,0.119,0.048
Peridotita,45.84,0.66,0.755832,0.54,43.54,0.22,0.18,0.116,0.031
Peridotita,41.59,0.81,2.798378,0.47,45.49,0.17,0.09,0.122,0.077
Peridotita,41.97,1.53,1.30471,1.5,42.51,0.39,0.48,0.118,0.148
Peridotita,44.7,1.4,0.602866,1.2,42.47,0.14,0.23,0.12,0.044
Peridotita,42.45,0.82,1.30471,0.65,44.61,0.2,0.12,0.124,0.052
Peridotita,43.37,3.44,5.614752,2.1,39.11,0.31,0.14,0.153,0.116
Peridotita,45.64,0.67,0.827816,0.28,44.63,0.09,0.08,0.099,0.021
Peridotita,41.31,2.51,0.530882,3.11,38.82,0.32,0.59,0.149,0.177
Peridotita,44.18,1.49,1.3497,0.84,41.85,0.25,0.37,0.119,0.101
Peridotita,42.09,1.28,0.22495,0.92,46.44,0.26,0.07,0.095,0.043
Peridotita,41.01,1.33,0.512886,1.45,43.2,0.39,0.52,0.118,0.117
Peridotita,44.69,1.14,2.096534,1.16,38.58,0.19,0.11,0.122,0.099
Peridotita,42.18,0.91,3.356254,0.74,44.57,0.16,0.16,0.125,0.078
Peridotita,42.19,0.72,0.665852,0.57,45.05,0.15,0.09,0.126,0.057
Peridotita,43.65,0.72,0.535381,0.67,44.45,0.22,0.22,0.118,0.039
Peridotita,41.39,1.05,0.323928,0.36,43.83,0.09,0.08,0.084,0.026
Peridotita,39.63,5.29,8.43,2.33,34.15,0.16,0.36,0.13,0.14
Peridotita,39.32,1.89,1.592646,1.45,40.0,0.18,0.09,0.099,0.06
Peridotita,38.87,0.64,0.80982,0.74,42.06,0.13,0.16,0.093,0.058
Peridotita,45.97,0.635,5.779399,0.595,45.55,0.235,0.1,0.098,0.0185
Peridotita,42.665,0.34,0.683848,0.35,46.85,0.175,0.12,0.0995,0.0455
Peridotita,42.51,1.79,4.957898,1.75,41.35,0.33,0.15,0.121,0.037
Peridotita,41.7,0.88,9.0,2.12,36.22,0.59,1.31,0.14,0.38
Peridotita,41.25,1.0,7.49,0.58,43.3,0.02,0.04,0.11,0.07
Peridotita,40.8,0.56,7.76,0.57,45.32,0.12,0.16,0.11,0.03
Peridotita,42.02,1.71,7.27,1.13,42.92,0.15,0.03,0.11,0.03
Peridotita,42.94,0.79,6.97,0.54,44.93,0.05,0.03,0.1,0.03
Peridotita,41.77,1.31,7.39,1.11,44.44,0.1,0.03,0.11,0.03
Peridotita,41.01,2.71,7.81,1.79,40.25,0.16,0.1,0.12,0.1
Peridotita,40.81,1.33,7.42,0.82,44.03,0.01,0.04,0.11,0.03
Peridotita,41.6,2.43,7.09,1.2,40.9,0.01,0.07,0.13,0.06
Peridotita,42.28,1.95,7.74,1.44,41.49,0.06,0.08,0.12,0.07
Peridotita,40.37,1.25,7.1,0.41,43.41,0.0,0.03,0.1,0.02
Peridotita,41.24,1.57,7.06,0.72,43.55,0.0,0.02,0.1,0.03
Peridotita,41.88,1.59,7.29,0.96,43.48,0.03,0.04,0.11,0.04
Peridotita,45.66,1.31,7.08,0.93,42.09,0.4,0.16,0.12,0.09
Peridotita,41.54,1.25,7.43,1.22,45.53,0.07,0.05,0.11,0.03
Peridotita,42.69,2.17,7.69,2.21,42.8,0.19,0.11,0.12,0.08
Peridotita,42.46,2.9,7.21,1.98,41.87,0.15,0.19,0.13,0.09
Peridotita,40.88,1.1,6.99,2.8,42.7,0.1,0.05,0.1,0.06
Peridotita,40.83,1.39,6.47,2.82,40.67,0.04,0.07,0.09,0.07
Peridotita,40.45,0.93,7.93,1.54,44.79,0.08,0.04,0.1,0.06
Peridotita,43.19,3.21,7.58,3.21,37.5,0.35,0.14,0.13,0.1
Peridotita,41.42,4.28,7.41,2.13,39.46,0.09,0.52,0.13,0.21
Peridotita,41.02,3.34,7.15,3.64,37.17,0.21,0.32,0.11,0.11
Peridotita,44.3,2.3,7.02,2.28,39.9,0.1,0.1,0.12,0.09
Peridotita,42.7,1.6,7.47,1.23,42.46,0.0,0.07,0.11,0.05
Peridotita,41.1,3.1,7.2,1.68,39.16,0.0,0.2,0.13,0.07
Peridotita,44.4,0.2,6.84,0.24,44.8,0.0,0.04,0.1,0.03
Peridotita,46.1,1.4,8.25,0.6,41.2,0.284,0.258,0.12,0.0
Peridotita,46.2,1.34,8.25,0.6,40.8,0.14,0.275,0.13,0.0
Peridotita,44.6,1.4,9.17,1.2,42.6,0.179,0.08,0.123,0.0
Peridotita,42.4,1.1,7.2,0.73,44.72,0.0,0.22,0.12,0.04
Peridotita,41.3,1.0,7.02,1.1,43.47,0.0,0.22,0.11,0.08
Peridotita,41.6,1.3,6.57,1.22,43.27,0.1,0.26,0.1,0.03
Peridotita,41.2,0.9,6.93,0.93,43.27,0.0,0.21,0.11,0.06
Peridotita,41.1,0.8,6.93,0.47,45.44,0.0,0.1,0.11,0.04
Peridotita,42.0,0.9,7.02,0.6,44.85,0.0,0.06,0.11,0.01
Peridotita,38.6,0.9,7.02,1.37,38.84,0.0,0.06,0.1,0.02
Peridotita,43.5,0.4,6.75,0.5,44.96,0.0,0.05,0.11,0.04
Peridotita,38.8,1.4,7.02,2.9,34.41,0.0,0.03,0.09,0.04
Peridotita,41.4,1.1,6.93,0.82,39.5,0.0,0.08,0.19,0.23
Peridotita,44.1,0.8,6.93,0.63,43.96,0.0,0.09,0.1,0.08
Peridotita,41.7,0.9,6.84,0.3,43.11,0.0,0.05,0.09,0.02
Peridotita,43.0,1.3,7.29,1.32,43.58,0.0,0.04,0.21,0.04
Peridotita,42.2,0.6,6.75,0.95,43.22,0.0,0.37,0.1,0.08
Peridotita,41.5,0.1,7.29,0.4,45.72,0.0,0.03,0.1,0.04
Peridotita,44.6,0.7,7.11,0.85,43.05,0.0,0.07,0.11,0.03
Peridotita,41.4,0.7,8.01,0.52,44.59,0.0,0.35,0.1,0.13
Peridotita,44.0,1.1,6.84,0.76,42.74,0.0,0.14,0.15,0.08
Peridotita,43.7,1.1,6.75,1.18,42.13,0.0,0.13,0.1,0.07
Peridotita,43.4,1.7,7.02,0.98,42.84,0.0,0.22,0.11,0.1
Peridotita,42.3,0.7,7.38,0.74,44.44,0.0,0.04,0.1,0.02
Peridotita,41.5,0.8,7.56,0.69,44.32,0.0,0.14,0.26,0.11
Peridotita,42.4,0.7,7.29,0.72,45.93,0.0,0.24,0.11,0.09
Peridotita,39.02,0.62,6.86,0.16,38.18,0.0,0.0,0.06,0.0
Peridotita,38.78,0.59,7.76,0.22,37.3,0.0,0.0,0.04,0.0
Peridotita,42.23,0.5,6.66,2.74,34.62,0.0,0.0,0.1,0.0
Peridotita,45.55,6.58,9.52,4.24,25.46,0.47,0.21,0.12,0.48
Peridotita,48.03,7.63,9.17,5.77,22.87,0.5,0.21,0.15,0.61
Peridotita,48.43,10.83,8.96,8.62,14.65,0.89,0.65,0.16,0.65
Peridotita,39.57,0.11,8.36,0.77,49.91,0.0,0.05,0.13,0.15
Peridotita,42.07,0.28,7.96,0.68,48.13,0.08,0.1,0.11,0.12
Peridotita,27.657,1.586,0.0,11.383,30.959,0.08,1.354,0.168,2.197
Peridotita,40.51,0.81,9.6,0.84,47.29,0.03,0.05,0.13,0.13
Peridotita,41.67,0.1,6.54,1.11,49.67,0.05,0.04,0.1,0.15
Peridotita,42.65,1.21,6.78,0.18,48.23,0.0,0.06,0.12,0.02
Peridotita,42.46,1.8,8.38,0.93,45.39,0.09,0.05,0.13,0.21
Peridotita,42.19,1.46,7.08,0.76,47.49,0.0,0.04,0.12,0.08
Peridotita,42.85,1.05,8.8,0.79,45.08,0.0,0.06,0.14,0.25
Peridotita,40.59,0.21,8.84,0.7,48.77,0.05,0.08,0.12,0.14
Peridotita,43.44,1.07,6.4,0.41,47.71,0.08,0.07,0.1,0.09
Peridotita,42.73,0.89,6.93,0.3,48.33,0.03,0.05,0.1,0.03
Peridotita,42.09,0.51,6.91,0.95,48.68,0.07,0.03,0.08,0.1
Peridotita,41.45,0.51,7.33,0.6,49.04,0.06,0.06,0.1,0.11
Peridotita,43.6,0.7,7.97,0.76,45.93,0.12,0.09,0.11,0.19
Peridotita,42.18,0.54,7.41,2.45,46.08,0.12,0.3,0.12,0.07
Peridotita,43.2,0.81,6.91,0.25,48.01,0.08,0.04,0.1,0.04
Peridotita,43.4,1.3,8.96,1.27,44.09,0.11,0.03,0.09,0.18
Peridotita,40.62,1.0,9.19,0.83,47.32,0.06,0.05,0.13,0.13
Peridotita,42.87,0.65,6.61,0.47,48.49,0.06,0.03,0.09,0.15
Peridotita,42.6,1.55,8.28,0.57,46.1,0.09,0.05,0.11,0.13
Peridotita,40.33,0.12,10.3,0.45,48.08,0.07,0.03,0.11,0.17
Peridotita,44.87,1.01,7.37,0.94,44.77,0.08,0.05,0.12,0.08
Peridotita,41.59,0.41,8.97,0.74,47.48,0.0,0.1,0.14,0.09
Peridotita,38.86,0.04,16.46,0.34,43.76,0.0,0.04,0.2,0.09
Peridotita,40.02,0.2,9.03,0.94,48.87,0.0,0.11,0.16,0.17
Peridotita,40.85,1.29,8.0,2.15,45.69,0.0,1.02,0.15,0.29
Peridotita,42.31,0.17,8.0,0.63,48.31,0.0,0.05,0.11,0.07
Peridotita,40.67,0.25,8.22,0.75,49.16,0.0,0.19,0.15,0.07
Peridotita,42.53,0.45,8.25,0.89,47.08,0.0,0.06,0.13,0.1
Peridotita,41.62,0.57,8.01,1.63,46.95,0.0,0.46,0.14,0.11
Peridotita,41.21,0.39,9.02,1.45,46.76,0.0,0.28,0.16,0.18
Peridotita,40.34,0.26,9.52,0.78,48.14,0.0,0.1,0.14,0.19
Peridotita,41.83,0.45,8.5,1.39,46.69,0.0,0.19,0.14,0.2
Peridotita,40.07,0.05,8.72,0.09,49.92,0.0,0.01,0.13,0.04
Peridotita,41.3,0.5,8.34,1.37,47.44,0.0,0.25,0.13,0.18
Peridotita,40.95,0.34,10.01,1.59,46.17,0.0,0.25,0.2,0.07
Peridotita,40.12,0.12,10.81,0.49,47.74,0.0,0.04,0.15,0.12
Peridotita,40.47,0.08,8.32,0.02,50.46,0.0,0.0,0.13,0.02
Peridotita,42.44,0.82,7.14,0.54,46.93,0.0,0.05,0.11,0.15
Peridotita,40.69,0.09,10.83,0.37,47.35,0.08,0.06,0.13,0.07
Peridotita,42.71,0.49,8.5,0.81,46.76,0.0,0.04,0.08,0.12
Peridotita,40.36,0.2,9.44,1.04,48.05,0.02,0.09,0.15,0.17
Peridotita,41.08,0.14,7.05,0.29,50.71,0.03,0.04,0.1,0.07
Peridotita,40.93,0.29,12.75,0.35,44.71,0.03,0.07,0.11,0.44
Peridotita,40.09,0.32,15.01,0.12,43.4,0.01,0.0,0.2,0.04
Peridotita,41.54,0.46,7.65,0.56,48.83,0.04,0.07,0.11,0.12
Peridotita,42.75,0.7,8.08,0.6,46.82,0.05,0.11,0.11,0.14
Peridotita,41.09,0.06,6.83,0.43,50.81,0.07,0.04,0.1,0.06
Peridotita,40.57,0.07,9.59,0.74,48.11,0.1,0.1,0.15,0.12
Peridotita,39.23,0.25,10.87,2.38,46.08,0.02,0.19,0.17,0.21
Peridotita,40.44,0.41,8.71,0.53,48.68,0.11,0.06,0.12,0.17
Peridotita,44.91,2.31,7.77,2.28,41.56,0.04,0.0,0.13,0.11
Peridotita,44.16,2.76,7.97,2.64,40.59,0.09,0.0,0.14,0.18
Peridotita,45.3,2.48,7.94,2.13,40.84,0.13,0.0,0.14,0.15
Peridotita,46.2,3.84,7.59,3.09,37.82,0.24,0.0,0.14,0.21
Peridotita,45.37,2.63,7.81,2.9,39.86,0.21,0.0,0.13,0.19
Peridotita,45.8,2.93,7.54,2.73,39.65,0.2,0.0,0.13,0.18
Peridotita,44.27,1.54,7.63,1.14,44.28,0.03,0.0,0.13,0.11
Peridotita,44.79,2.7,7.77,2.51,40.79,0.19,0.0,0.14,0.18
Peridotita,44.85,2.55,7.71,2.31,41.3,0.12,0.0,0.13,0.13
Peridotita,44.4,0.66,6.59200806,0.526,41.4,0.0,0.057,0.104,0.047
Peridotita,41.1,1.36,6.4156453,0.951,42.3,0.0,0.3,0.11,0.068
Peridotita,43.5,1.09,6.36975499,0.563,42.0,0.0,0.016,0.102,0.026
Peridotita,43.6,1.43,5.87485949,1.076,40.3,0.0,0.123,0.1,0.073
Peridotita,44.5620058535151,0.91070515230722,6.59358691664443,0.625082746977184,39.7837083947325,0.172547679746904,0.0625609137611375,0.109401912674142,0.0188124818462357
Peridotita,42.0953406558621,0.238379601360832,6.01498144302908,0.2629594837219,42.2084027219834,0.144768162772122,0.0824314240262159,0.0947251852022114,0.0256045183410395
Peridotita,45.76,1.51,7.2,1.1,41.21,0.11,0.08,0.11,0.16
Peridotita,44.76,0.83,8.31,0.92,42.55,0.13,0.06,0.11,0.09
Peridotita,53.49,0.94,5.46,2.29,33.4,0.35,0.19,0.12,0.14
Peridotita,44.52,1.22,7.38,1.35,41.0,0.15,0.11,0.12,0.12
Peridotita,44.61,0.9,7.27,0.84,43.59,0.17,0.08,0.11,0.09
Peridotita,44.57,1.29,7.87,0.93,41.47,0.05,0.02,0.11,0.1
Peridotita,45.52,1.16,6.92,1.32,41.79,0.09,0.02,0.11,0.12
Peridotita,45.87,2.02,8.06,1.54,40.09,0.11,0.1,0.13,0.2
Peridotita,43.98,1.12,8.2,1.0,41.18,0.19,0.04,0.11,0.11
Peridotita,44.52,1.05,6.93,0.44,40.64,0.17,1.13,0.11,0.18
Peridotita,49.3,0.75,8.22,1.79,31.7,0.25,0.04,0.16,0.08
Peridotita,43.0,0.93,7.8,0.65,44.4,0.142,0.062,0.1,0.0
Peridotita,43.94,1.35,6.48,1.08,40.85,0.28,1.23,0.1,0.2
Peridotita,44.23,2.47,5.8,1.81,38.61,0.26,0.55,0.14,0.08
Peridotita,41.97,0.66,6.95,1.64,40.28,0.2,0.64,0.11,0.32
Peridotita,44.67,1.46,6.06,1.66,39.91,0.03,0.96,0.12,0.03
Peridotita,43.45,0.77,6.1,0.49,44.67,0.01,0.02,0.11,0.01
Peridotita,44.32,1.26,6.06,0.6,41.37,0.0,1.2,0.11,0.19
Peridotita,45.01,1.96,5.31,5.97,34.41,0.46,0.6,0.09,0.25
Peridotita,40.83,0.97,5.82,3.4,40.31,0.24,0.44,0.09,0.19
Peridotita,44.1,1.19,6.24918045,0.634,41.6,0.0,0.067,0.103,0.063
Peridotita,44.8,1.35,6.20059071,0.911,42.7,0.0,0.224,0.1,0.008
Peridotita,44.49,1.17,7.49590456509487,1.06,44.6,0.02,0.02,0.12,0.02
Peridotita,45.2,3.49,7.792861168514,3.2,38.0,0.17,0.05,0.13,0.13
Peridotita,43.87,1.05,7.67587826413676,0.92,45.46,0.0,0.01,0.12,0.02
Peridotita,44.97,3.36,7.80185985346609,3.23,38.24,0.16,0.05,0.13,0.12
Peridotita,43.83,2.43,8.30578621078339,1.98,41.37,0.06,0.03,0.13,0.08
Peridotita,44.96,2.03,7.67587826413676,1.97,41.05,0.1,0.06,0.12,0.02
Peridotita,44.49,3.23,7.9548374976517,2.8,38.99,0.19,0.07,0.13,0.11
Peridotita,44.66,3.32,7.99983092241217,2.98,39.02,0.22,0.04,0.13,0.12
Peridotita,43.74,1.17,7.24394138643622,1.0,45.13,0.06,0.03,0.12,0.02
Peridotita,51.13,5.75,5.92,6.43,29.23,0.32,0.01,0.11,0.2
Peridotita,48.74,8.975,2.71760285553259,25.265,14.2975,0.24,0.025,0.045,0.61
Granodiorita,59.6,13.6,9.18,5.3,2.1,3.1,2.85,0.16,1.72
Granodiorita,59.6,13.4,8.7,5.14,2.0,3.1,3.07,0.16,1.73
Granodiorita,60.3,13.6,8.22,4.97,1.8,3.2,3.1,0.15,1.61
Granodiorita,60.7,13.5,7.99,4.56,2.0,3.4,3.6,0.15,1.56
Granodiorita,60.7,14.5,7.42,4.51,1.8,3.2,3.83,0.13,1.48
Granodiorita,60.8,15.1,6.85,5.25,1.3,3.2,3.21,0.12,1.17
Granodiorita,60.9,13.4,8.48,5.0,1.9,3.1,3.26,0.15,1.67
Granodiorita,60.9,12.9,8.69,4.7,1.7,2.8,3.7,0.16,1.49
Granodiorita,61.0,12.9,8.32,4.36,1.67,3.1,3.46,0.14,1.73
Granodiorita,61.4,15.0,7.08,4.43,1.8,3.7,3.37,0.12,1.31
Granodiorita,61.5,14.0,7.41,4.76,1.44,3.3,3.57,0.13,1.24
Granodiorita,61.6,14.0,8.21,4.53,1.8,3.2,3.44,0.16,1.6
Granodiorita,61.8,15.0,7.29,4.4,1.8,3.3,3.35,0.14,1.43
Granodiorita,61.8,13.4,7.82,4.63,1.58,3.0,3.31,0.14,1.5
Granodiorita,62.3,13.9,7.86,4.32,1.63,3.5,3.62,0.15,1.48
Granodiorita,62.3,14.1,7.65,4.57,1.9,3.4,3.46,0.15,1.45
Granodiorita,62.8,15.0,6.77,4.11,1.6,3.5,3.64,0.12,1.33
Granodiorita,62.8,13.5,7.72,4.44,1.69,3.6,3.53,0.14,1.47
Granodiorita,63.2,15.0,6.67,4.5,1.19,2.8,3.49,0.11,1.07
Granodiorita,63.2,14.3,4.72,3.8,1.43,2.5,5.7,0.12,1.0
Granodiorita,63.2,14.3,6.23,3.89,1.41,3.3,3.81,0.1,1.24
Granodiorita,63.3,14.1,6.98,4.16,1.56,3.6,3.84,0.14,1.33
Granodiorita,63.7,13.5,7.69,3.98,1.8,3.2,3.43,0.15,1.4
Granodiorita,64.0,13.3,7.14,3.6,1.35,3.4,3.74,0.14,1.26
Granodiorita,64.4,13.5,5.88,3.71,1.31,3.5,4.24,0.1,1.13
Granodiorita,64.4,13.2,7.1,4.17,1.31,3.1,3.11,0.15,1.25
Granodiorita,64.5,13.9,5.88,3.64,1.31,3.2,4.08,0.1,1.19
Granodiorita,64.5,14.1,5.58,3.7,1.28,3.1,3.89,0.1,1.12
Granodiorita,64.8,14.3,5.77,3.49,1.38,3.3,4.29,0.1,1.1
Granodiorita,65.2,14.0,5.07,3.24,1.09,4.5,4.36,0.08,0.91
Granodiorita,65.5,13.8,5.33,3.49,1.12,3.2,3.97,0.09,1.09
Granodiorita,67.3,15.7,4.41,2.9,2.1,4.2,1.94,0.04,0.59
Granodiorita,67.5,15.8,4.59,2.7,1.7,4.7,1.48,0.06,0.61
Granodiorita,74.5,13.4,2.16,1.9,0.8,5.7,0.45,0.03,0.59
Granodiorita,65.71,15.73,3.88,4.56,2.05,3.57,2.54,0.08,0.53
Granodiorita,65.71,15.73,3.88,4.56,2.05,3.57,2.54,0.08,0.53
Granodiorita,68.5,15.2,3.68,1.711,0.77,5.58,3.391,0.083,0.569
Granodiorita,67.82,14.92,4.55,3.45,1.4,3.63,0.71,0.06,0.56
Granodiorita,67.51,14.1,4.12,4.2,0.87,4.1,1.17,0.03,0.49
Granodiorita,65.45,14.98,4.19,5.86,1.66,3.23,0.36,0.04,0.62
Granodiorita,71.54,13.01,3.36,3.13,1.46,4.17,0.1,0.05,0.5
Granodiorita,57.9,16.9,5.91,4.97,2.52,3.07,4.21,0.16,0.74
Granodiorita,62.3,15.4,4.65,4.25,2.09,3.42,3.28,0.06,0.46
Granodiorita,69.86,14.51,2.55,2.93,1.09,3.23,3.71,0.04,0.41
Granodiorita,64.09,16.13,4.19,4.68,1.89,3.55,2.55,0.09,0.7
Granodiorita,64.9,15.0,6.39,2.7,0.92,5.3,2.8,0.15,0.87
Granodiorita,66.79,16.04,4.92,2.96,2.12,3.05,4.0,0.11,0.81
Granodiorita,66.8,15.29,4.16,2.8,1.73,2.9,3.86,0.09,0.75
Granodiorita,67.94,14.87,3.18,2.69,1.54,3.05,4.34,0.06,0.67
Granodiorita,66.93,15.47,3.88,3.08,1.84,3.21,4.0,0.07,0.78
Granodiorita,66.02,15.36,3.77,3.3,1.89,3.23,4.09,0.09,0.77
Granodiorita,66.19,15.73,4.2,3.49,2.02,3.2,4.02,0.12,0.82
Granodiorita,66.59,15.46,3.62,3.3,1.87,3.35,4.1,0.07,0.77
Granodiorita,72.88,13.8,1.55,1.62,0.5,2.98,5.23,0.01,0.34
Granodiorita,65.0,19.45,1.68,2.05,0.26,7.89,3.25,0.03,0.09
Granodiorita,67.3,15.4,5.21,3.84,2.21,3.0,2.48,0.08,0.86
Granodiorita,66.0,15.65,4.53,4.8,1.56,3.12,1.78,0.06,0.59
Granodiorita,67.0,14.75,4.13,2.81,0.89,2.29,5.16,0.06,0.69
Granodiorita,71.45,14.67,1.83,2.41,0.4,3.22,4.43,0.03,0.24
Granodiorita,49.31,14.83,11.29,7.69,5.21,3.52,1.93,0.2,2.48
Granodiorita,58.06,15.4,6.64,5.97,3.93,4.2,2.33,0.11,1.32
Granodiorita,61.34,15.52,5.6,4.79,3.62,2.93,2.52,0.09,0.56
Granodiorita,63.13,16.78,4.99,4.57,2.14,4.09,1.6,0.08,0.66
Granodiorita,72.29,13.81,2.52,2.02,0.57,4.27,3.61,0.07,0.39
Granodiorita,73.32,13.14,2.55,1.37,0.36,5.51,2.57,0.1,0.31
Granodiorita,64.2107970000063,16.983974105238,2.44364112183002,3.68186765210728,2.16437358918282,3.9528147041369,2.80233935537591,0.0300668376430083,0.325095902285233
Granodiorita,70.13,9.75,4.2,5.11,3.76,1.89,2.77,0.09,0.53
Granodiorita,64.68,16.53,4.88,3.66,1.17,3.67,3.34,0.03,0.72
Granodiorita,66.3,15.8,4.66,3.89,1.31,3.66,1.74,0.1,0.54
Granodiorita,66.34,15.85,4.48,3.42,1.02,3.61,3.36,0.09,0.64
Granodiorita,66.82,16.27,3.73,3.6,1.15,3.68,3.17,0.08,0.56
Granodiorita,66.52,15.94,4.42,3.33,1.06,3.54,3.71,0.07,0.59
Granodiorita,69.7,15.42,3.4,3.21,0.64,3.63,3.02,0.08,0.4
Granodiorita,67.93,15.28,3.71,3.09,0.96,3.59,3.49,0.08,0.58
Granodiorita,68.11,15.25,4.15,3.45,1.03,3.63,2.98,0.09,0.56
Granodiorita,69.96,14.31,3.34,3.16,0.73,3.28,2.64,0.07,0.51
Granodiorita,70.58,14.35,2.82,2.42,0.53,3.41,4.17,0.06,0.28
Granodiorita,70.16,14.63,2.86,2.37,0.59,3.46,3.33,0.07,0.37
Granodiorita,59.94,15.18,4.18,4.79,1.46,3.52,2.65,0.13,0.58
Granodiorita,59.17,15.91,4.41,4.74,1.73,3.68,2.7,0.13,0.63
Granodiorita,59.9,15.15,4.21,4.85,1.38,3.63,2.4,0.12,0.6
Granodiorita,59.49,14.83,4.28,5.33,1.48,3.54,2.36,0.13,0.6
Granodiorita,61.53,14.84,3.62,4.02,1.45,3.25,3.04,0.12,0.54
Granodiorita,56.16,15.31,5.9,4.99,2.28,2.95,2.71,0.2,0.81
Granodiorita,61.11,15.14,3.99,4.78,1.35,3.67,2.33,0.13,0.57
Granodiorita,57.18,15.3,5.25,5.05,1.89,3.51,2.08,0.15,0.77
Granodiorita,64.08,12.88,4.09,2.49,1.76,3.99,2.83,0.12,0.49
Granodiorita,61.52,12.81,6.02,2.98,2.33,3.42,3.09,0.13,0.85
Granodiorita,64.69,12.96,4.0,2.52,1.38,4.26,2.84,0.11,0.45
Granodiorita,64.75,12.93,3.96,1.95,1.24,4.47,2.9,0.1,0.4
Granodiorita,64.29,12.95,3.55,2.79,1.02,4.59,2.61,0.09,0.38
Granodiorita,64.64,12.81,4.04,2.35,1.41,4.13,2.98,0.11,0.42
Granodiorita,64.19,13.61,3.73,2.37,1.13,4.22,3.22,0.11,0.51
Granodiorita,65.57,12.86,3.76,2.15,1.31,4.21,2.84,0.1,0.41
Granodiorita,66.01,12.88,3.72,2.5,1.51,3.9,2.77,0.11,0.44
Granodiorita,66.14,12.43,3.75,2.6,1.34,3.86,2.77,0.11,0.43
Granodiorita,67.95,15.85,2.28,2.37,0.71,3.99,4.22,0.04,0.47
Granodiorita,65.0,14.53,2.99,3.15,1.9,4.09,2.81,0.06,0.53
Granodiorita,63.17,16.18,5.38,3.11,1.22,4.2,3.4,0.09,0.68
Granodiorita,63.13,16.09,5.56,2.99,1.24,4.2,3.32,0.09,0.7
Granodiorita,62.86,16.1,5.5,3.19,1.21,4.17,3.25,0.09,0.69
Granodiorita,65.04,14.88,3.28,2.55,1.64,4.57,3.83,0.09,0.61
